UPC,Count,Type,VaryingFields
4901360348954,2,VARIATION,"{'ITEM': ['BOURBON ROANNE VANILLA WAFERS 2P X 6P BISCUIT 97G', 'BOURBON ROANNE VANILLA WAFERS 85GM'], 'MPACK': ['X1', 'X12'], 'NRMSIZE': ['97GM', '85GM']}"
4901360351695,2,VARIATION,"{'ITEM': ['BOURBON PETIT EBI 33GM', 'BOURBON PETIT SHRIMP RICE CRACKERS 33G'], 'VARIANT': ['NONE', 'SHRIMP']}"
4901588110609,2,VARIATION,"{'ITEM': ['GINBIS ANIMAL SHAPED BISCUIT BUTTER FLAVOR 63G', 'GINBIS TABEKKO DOUBUTSU 126G 6P'], 'NRMSIZE': ['63GM', '126GM'], 'VARIANT': ['NONE', 'BUTTER']}"
4901626055206,2,VARIATION,"{'ITEM': ['SANKO YUKI NO YADO 160GM', 'SANKO YUKI NO YADO 175G'], 'NRMSIZE': ['160GM', '175GM']}"
4901626055527,2,VARIATION,"{'ITEM': ['SANKO YUKI NO YADO 129.4G', 'SANKO YUKI NO YADO SENBEI 160GM'], 'NRMSIZE': ['NONE', '160GM']}"
4901626058412,2,VARIATION,"{'ITEM': [""SANKO CHEESE ALMOND 165'S 65.2G"", 'SANKO CHEESE ALMOND 83GM'], 'NRMSIZE': ['65.2GM', '83GM']}"
4901830348156,2,VARIATION,"{'ITEM': ['SANRITSU COUQUE D ASSES MACCHA CHOCO (12X7.5G) 90G', 'SANRITSU SEIKA DASSES GREEN TEA BISCUIT 90G'], 'MPACK': ['X1', 'X12'], 'NRMSIZE': ['90GM', 'NONE'], 'VARIANT': ['NONE', 'GREEN TEA']}"
4902501625576,2,VARIATION,"{'ITEM': ['FURUTA CHOCO SAND COOKIE 105G', 'FURUTA CHOCO SAND COOKIE 120GM'], 'NRMSIZE': ['105GM', 'NONE'], 'VARIANT': ['CHOCOLATE', 'NONE']}"
4902555132433,2,VARIATION,"{'ITEM': ['FUJIYA ANPANMAN BISCUIT 72 GM', 'FUJIYA ANPANMAN HITOKUCI BISCUIT 109GM'], 'NRMSIZE': ['72GM', '109GM']}"
4902555132457,2,VARIATION,"{'ITEM': ['FUJIYA ANPANMAN YOJI YO BISCUIT 95GM', 'FUJIYA ANPANMAN CHILDREN BISCUIT 84GM'], 'NRMSIZE': ['84GM', '95GM']}"
4902745003543,2,VARIATION,"{'ITEM': ['TASTY BISCUIT STICK 100 GM', 'MEIJI TASTY STICK BISCUIT 18G'], 'BRAND': ['MEIJI', 'TASTY'], 'NRMSIZE': ['100GM', '18GM']}"
4902888256929,2,VARIATION,"{'ITEM': ['MORINAGA PAKKUNCHO STRAWBERRY MILK 47GM', 'MORINAGA PACKUNCHO SBERRY 41G'], 'NRMSIZE': ['NONE', '47GM'], 'VARIANT': ['NONE', 'STRAWBERRY']}"
4902888218811,2,VARIATION,"{'ITEM': ['MORINAGA MARIE BISCUIT 141G', 'MORINAGA MARIE BISCUIT 113G'], 'NRMSIZE': ['113GM', '141GM']}"
4902888218828,2,VARIATION,"{'ITEM': ['MORINAGA CHOICE BISCUIT 147GM', 'MORINAGA CHOICE COOKIE 121G'], 'NRMSIZE': ['147GM', '121GM']}"
4902888256912,2,VARIATION,"{'ITEM': ['MORINAGA PACKUNCHO MILK CHOC DISNEY 43G', 'MORINAGA PAKKUNCHO MILK CHOCOLATE 47G'], 'NRMSIZE': ['43GM', '47GM']}"
4903015160119,2,VARIATION,"{'ITEM': ['YBC LEVAIN CHEESE SANDWICH CRACKERS 148.1G', 'YBC LEVAIN CHEESE SAND BISCUIT 151.2GM'], 'NRMSIZE': ['148.1GM', '151.2GM']}"
4903015162014,2,VARIATION,"{'ITEM': ['YBC ENTRY CREAM SAND BISCUIT 148.1GM', 'YBC ENTRY 155G'], 'NRMSIZE': ['148.1GM', '155GM']}"
4970014150021,2,VARIATION,"{'ITEM': ['IWAMOTO TAMAGO BORO 95G', 'IWAMOTO TAMAGO BORO 120GM'], 'NRMSIZE': ['NONE', '95GM']}"
4970014150182,2,VARIATION,"{'ITEM': ['IWAMOTO OUMOKIN BORO 78GM', 'IWAMOTO PUMPKIN BORO 78G']}"
5000168001159,2,VARIATION,"{'ITEM': ['MCVITIES PL.SWEET DIGEST. 400 GM', 'MCVITIES ORIGINAL DIGESTIVE CRACKERS 400 GM']}"
5010035169356,2,VARIATION,"{'ITEM': [""FOXS WHERE'S MY ELF MINI BAGS 5X20G"", ""FOX'S MINI HALF COATED CHOCOLATE ELFY SELFIES 132GM""], 'MPACK': ['X1', 'X5'], 'NRMSIZE': ['20GM', '132GM']}"
5060162824604,2,VARIATION,"{'ITEM': ['FINE CHEESE CO OLIVE OIL CRACKER 150 GM', 'THE FINE CHEESE CO EVOO & SEA SALT CRACKER 125G'], 'BRAND': ['THE FINE', 'FINE'], 'NRMSIZE': ['125GM', '150GM']}"
5060162824468,2,VARIATION,"{'ITEM': ['THE FINE CHEESE CO ROSEMARY CRACKER 125G', 'FINE CHEESE CO - ROSEMARY CRACKER 150GM'], 'BRAND': ['THE FINE', 'FINE'], 'NRMSIZE': ['125GM', '150GM']}"
5060162824543,2,VARIATION,"{'ITEM': ['THE FINE CHEESE CO FIG HNY & EVOO CRACKER 125G', 'FINE CHEESE CO - FIG CRACKER 150G'], 'BRAND': ['THE FINE', 'FINE'], 'NRMSIZE': ['125GM', '150GM']}"
5060309490297,2,VARIATION,"{'ITEM': ['DIABLO CHOC CHIP & GOJI BERRY COOKIE 130G', 'DIABLO CHOCOLATE CHIP & GOJI BERRIE COOKIES 135 GM'], 'NRMSIZE': ['135GM', '130GM']}"
5060309490310,2,VARIATION,"{'ITEM': ['DIABLO CHOCOLATE CHIP & CRANBERRY COOKIES 135 GM', 'DIABLO CHOC CHIP & CRANBERRY COOKIES 130GM'], 'NRMSIZE': ['135GM', '130GM'], 'VARIANT': ['CRANBERRIES', 'CRANBERY & BLUEBERY']}"
5060402904776,2,VARIATION,"{'ITEM': ['MARS GALAXY LARGE COOKIES 180G', 'MARS COOKIES CHOCOLATE CHUNK COOKIES 108G'], 'NRMSIZE': ['180GM', '108GM'], 'VARIANT': ['CHOCOLATE', 'NONE']}"
5410126116236,3,VARIATION,"{'ITEM': ['BISCOFF ORIGINAL CARAMELISED 187G', 'LOTUS CARAMELISED BISCUITS (2X12) 187GM', 'BISCOFF ORIGINAL CARAMELISED BISCUIT 186GM'], 'MPACK': ['X24', 'X1'], 'NRMSIZE': ['7.8GM', '187GM', '186GM']}"
5410126306286,2,VARIATION,"{'ITEM': ['LOTUS BISCOFF ORI CARAMELISED 156GM', 'LOTUS CARAMELISED BISCUITS WRAPPED 156GM'], 'BRAND': ['LOTTE', 'LOTUS']}"
5410471112068,3,VARIATION,"{'ITEM': ['JULES DESTROOPER BELGIAN CHOCOLATE VIRTUOSO 100G', 'JULES/D VIRTUOSO 100 GM', 'JULES DESTROOPER CINNAMON CHOCO 100G'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
6901668002426,2,VARIATION,"{'ITEM': ['OREO KNOT COOKIES CHOCOLATE 40G', 'OREO BISCUITS CHOCOLATE 47G'], 'NRMSIZE': ['NONE', '47GM'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
6901668053121,2,VARIATION,"{'ITEM': ['OREO REG. VANILLA 68.5G', 'OREO ORIGINAL CHOCOLATE SANDWICH WITH VANILLA 64.4G'], 'NRMSIZE': ['68.5GM', '64.4GM']}"
8851019310244,3,VARIATION,"{'ITEM': ['GLICO BRAND POCKY DOUBLE CHOCOLATE 39GM', 'POCKY DOUBLE CHOCO 39G', 'POCKY CHOCOLATE FLAVOUR 40 GM'], 'NRMSIZE': ['NONE', '40GM', '39GM'], 'VARIANT': ['NONE', 'CHOCOLATE', 'DOUBLE CHOCOLATE']}"
6927948020225,2,VARIATION,"{'ITEM': ['MACAU ORIGINAL EGG ROLL 454GM', 'MACAU SPECIALTY EGGROLL 454G'], 'VARIANT': ['NONE', 'ORIGINAL']}"
6935133802396,2,VARIATION,"{'ITEM': ['OCTOBER FIFTH MINI EGG ROLLS 60GM', 'OCTOBER FIFTH MINI EGG ROLLS 62GM'], 'NRMSIZE': ['60GM', '62GM']}"
7610046000518,2,VARIATION,"{'ITEM': ['TOGGI CHOCOLATE WAFER 50 GM', 'TG-KAGI CLASSIC 50GM'], 'VARIANT': ['CHOCOLATE', 'NONE']}"
7622210542175,3,VARIATION,"{'ITEM': ['ALL TIME FAVOURITE ASSORTED BISCUIT 499.4GM', 'ALL TIME ASSOTES BISCUITS 522.3G', 'ALL TIME FAVOURITE ASSORTED BISCUIT 499GM'], 'NRMSIZE': ['499.4GM', '499GM', '522.3GM']}"
7622201698720,2,VARIATION,"{'ITEM': ['JACOB`S WEETAMEAL MPK (18X27.9G) 502.2G', ""JACOB'S MULTIPACK WEETAMEAL (22X27.9G) 613.8G""], 'MPACK': ['X22', 'X18']}"
7622201698768,2,VARIATION,"{'ITEM': ['JACOB`S CREAM CRACKER MPK (14X36G) 504G', ""JACOB'S MULTIPACK CREAM CRACKER (15X40G) 600G""], 'MPACK': ['X15', 'X14'], 'NRMSIZE': ['36GM', '40GM']}"
7622202031984,2,VARIATION,"{'ITEM': ['OREO CHOCO BANANA FLAVOR POKEMON SUMMER 27.6GM', 'OREO CHOCO BANANA MP 9SX27.6G'], 'MPACK': ['X1', 'X9']}"
8992716022280,2,VARIATION,"{'ITEM': ['TIGER ENERGY BIS 58.8G', 'TIGER BISKUAT ORIGINAL 53.2G'], 'NRMSIZE': ['NONE', '53.2GM'], 'VARIANT': ['NONE', 'ORIGINAL']}"
7622300761363,2,VARIATION,"{'ITEM': ['MINI OREO CHOCO 67GM', 'OREO MINI OREO CHOCOLATE 61.3GM'], 'NRMSIZE': ['61.3GM', '67GM']}"
7622300761349,2,VARIATION,"{'ITEM': ['OREO MINI OREO VANILLA 61.3GM', 'MINI OREO VANILLA 67GM'], 'NRMSIZE': ['61.3GM', '67GM']}"
7622210607300,2,VARIATION,"{'ITEM': ['1909 MINI OREO BISKUT ORIGINAL 10*20.4G', 'OREO MINI ORIGINAL 20.4GM'], 'MPACK': ['X1', 'X10'], 'VARIANT': ['CHOCOLATE', 'VANILLA']}"
7622210625854,2,VARIATION,"{'ITEM': ['JACOB CREAM CRACKER 700G', ""KRAFT JACOB'S CREAM CRACKER 600G""], 'NRMSIZE': ['600GM', '700GM']}"
7622210625892,2,VARIATION,"{'ITEM': ['JACOBS HI FIBRE 600G', 'JACOB HI-FIBER 700GM'], 'NRMSIZE': ['600GM', '700GM']}"
7622210630100,2,VARIATION,"{'ITEM': ['CHIPSMORE D.CHOC MINI 80GM', 'CHIPSMORE DOUBLE CHOC 72G'], 'NRMSIZE': ['80GM', '72GM']}"
7622210638656,5,VARIATION,"{'ITEM': ['CHIPSMORE DOUBLE CHOCOLATE 163.2GM', 'CHIPSMORE BISCUIT DOUBLE CHOCO 135G', 'CHIPSMORE DOUBLE CHOCOLATE CHIP COOKIES 20% EXTRA 183.6G', 'CHIPSMORE DOUBLE CHOCOLATE NOW WITH CHUNKS 135GM', 'CHIPSMORE D.CHOC 153GM'], 'NRMSIZE': ['153GM', '163.2GM', '135GM', '183.6GM']}"
7622210630124,3,VARIATION,"{'ITEM': ['CHIPSMORE HAZEL 72G', 'CHIPSMORE HAZELNUT MINI 80G', 'KRAFT MINI CHIPSMORE MINI HAZELNUT 85G'], 'NRMSIZE': ['80GM', '72GM', '85GM']}"
7622210638854,3,VARIATION,"{'ITEM': ['CHIPSMORE HAZELNUTS 153GM', 'CHIPSMORE BISCUIT HAZELNUT 135G', 'KRAFT CHIPSMORE HAZELNUT 180G'], 'NRMSIZE': ['135GM', '180GM', '153GM']}"
7622210710246,2,VARIATION,"{'ITEM': ['CHIPSMORE BISCUIT HANDY ORI MP 8S X 28GM', 'CHIPSMORE BISCUIT HANDY ORI MP(8S X 24GM)192GM'], 'NRMSIZE': ['24GM', '28GM']}"
7622210708496,2,VARIATION,"{'ITEM': ['OREO DARK & WHITE CHOCOLATE 29.4G', 'OREO DARK WHITE CHOCOLATE 28.5G'], 'NRMSIZE': ['29.4GM', '28.5GM'], 'VARIANT': ['CHOCOLATE', 'DARK & WHITE CHOCOLATE']}"
9556068606773,3,VARIATION,"{'ITEM': ['JACOBS WEETAMEAL 700G', 'KRAFT JACOB WEETAMEAL ACTIMAX 750GM', 'JACOBS WEETAMEAL 600G'], 'NRMSIZE': ['600GM', '700GM', '750GM']}"
7622300136055,2,VARIATION,"{'ITEM': ['OREO STRAWBERRY BLACKPINK 119.6G', 'OREO STRAWBERRY CREAM POKEMON SUMMER 119.6GM']}"
7622300442507,2,VARIATION,"{'ITEM': ['OREO COOL BLUEBERRY 119.6G', 'KRAFT OREO BLUEBERRY ICE CREAM FLAVOR 137GM'], 'NRMSIZE': ['119.6GM', '137GM'], 'VARIANT': ['BLUEBERRY', 'BLUEBERRY ICE CREAM']}"
8000380004676,2,VARIATION,"{'ITEM': ['LOACKER QUADIATINI NAPOLITANER MILK VANILLA 250GM', 'LOACKER QUADRATINI MILK-VANILLA 200G'], 'NRMSIZE': ['200GM', '250GM']}"
8000380004874,2,VARIATION,"{'ITEM': ['LOACKER QUADRATINI CAPPUCCINO 220GM', 'LOACKER QUADRATINI CAPPUCCINO 250G'], 'NRMSIZE': ['250GM', '220GM']}"
8000380004881,2,VARIATION,"{'ITEM': ['LOACKER QUADRATINI TIRAMISU 220G', 'LOACKER QUADRATINI TIRAMISU 250G'], 'NRMSIZE': ['250GM', '220GM']}"
8000380004911,2,VARIATION,"{'ITEM': ['LOACKER C.S/WICH QUADRA- TIN NA- POLITAN 250 GM', 'LOACKER C.S/WICH QUADRATIN NAPOLITANER EXT.20% 250+50G 300 GM']}"
8000380005918,2,VARIATION,"{'ITEM': ['LOACKER C.S/WICH NEAPOLITANER P/PACK 125 GM', ""LOACKER N'ITANER H/NUTCRM FILLED WAFERCRM 125 GM""]}"
8000380007219,2,VARIATION,"{'ITEM': ['LOAKER FAMILY MIXED STANDARD 175GM', 'LOACKER C.S/WICH NEAPO- LITAN WAFER 175 GM']}"
8000380005963,3,VARIATION,"{'ITEM': ['LOACKER QUADRATINI CRISPY WAFER CUBE CHOCOLATE CREAM FILLING 125GM', 'LOACKER KAKAO COCOA CR M FILLED WAFERCRM 125 GM', 'LOACKER C.S/WICH QUADRATINI (KAKAO) 125GM'], 'VARIANT': ['CHOCOLATE', 'COCOA']}"
8000380159673,2,VARIATION,"{'ITEM': ['LOACKER QUADRATINI CHOC 250G+50GM 300GM', 'LOACKER QUADRATINI CHOCOLATE 250G']}"
8000380192588,2,VARIATION,"{'ITEM': ['LOACKER QUADRATINI 220G DBLCHOC', 'LOACKER QUADRATINI DOUBLE CHOCOLATE 250G'], 'NRMSIZE': ['250GM', '220GM']}"
8000500023624,2,VARIATION,"{'ITEM': ['KINDER HAPPY HIPPO 102G', 'KINDER HAPPY HIPPO COCOA T5 20.7GX5 (103.5G)'], 'MPACK': ['X1', 'X5'], 'NRMSIZE': ['20.7GM', '102GM']}"
8000500359358,2,VARIATION,"{'ITEM': ['FERRERO NUTELLA BISCUITS T3 41.4G', 'FERRERO NUTELLA BISCUITS T3 13.8GM'], 'NRMSIZE': ['13.8GM', '41.4GM']}"
8000500272442,2,VARIATION,"{'ITEM': ['FERRERO HANUTA WAFERS 10X22GM', 'TK FOOD SALTY SESAME THOUSAND LAYERS COOKIES 144G'], 'BRAND': ['T.K.FOOD', 'HANUTA'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['22GM', '144GM'], 'VARIANT': ['SESAME', 'NONE']}"
8000500384800,2,VARIATION,"{'ITEM': ['KINDER TRONKY T5 5X18G', 'KINDER TRONKY 20X5X18G'], 'MPACK': ['X5', 'X100']}"
8000500390306,3,VARIATION,"{'ITEM': ['NUTELLA BISCUITS T14 193.2G', 'NUTELLA BISCUIT T14 196G', 'NUTELLA BISCUITS T14 193G'], 'NRMSIZE': ['193GM', '193.2GM', '196GM'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
8410376002256,2,VARIATION,"{'ITEM': ['GULLON MARIA SUGAR FREE 400 GM', 'GULLON DIBUS MINI CHOC MLTICRL BISC 250G'], 'NRMSIZE': ['NONE', '250GM'], 'VARIANT': ['CHOCOLATE', 'NONE']}"
8410376017359,2,VARIATION,"{'ITEM': ['GULLON FIBRE COOKIES (SF) 170G', 'GULLON PASTAS PASTRIES COOKIES 200GM'], 'NRMSIZE': ['170GM', '200GM']}"
8410376039740,2,VARIATION,"{'ITEM': ['GULLON VANILLA WAFER - SUGAR FREE 3 X70 G M', 'GULLON SF VANILLA WAFER 3X60G'], 'NRMSIZE': ['70GM', '60GM']}"
8410376040562,2,VARIATION,"{'ITEM': ['GULLON SHORTBREAD COOKIES (SF) 330G', 'GULLON CORN CAKES VTALDAY 109G'], 'NRMSIZE': ['NONE', '109GM'], 'VARIANT': ['NONE', 'CORN']}"
8410376043365,2,VARIATION,"{'ITEM': ['GULLON CHOCOLATE WAFER SUGARFREE 180GM', 'GULLON CHOCOLATE WAFER SUGAR FREE 3X70GM'], 'MPACK': ['X1', 'X3'], 'NRMSIZE': ['180GM', '70GM']}"
8690120060408,2,VARIATION,"{'ITEM': ['TORKU NO. 1 MORE CHOCOLATE WAFER 32G', 'TORKU NO:1 MORE 38GM'], 'NRMSIZE': ['32GM', '38GM'], 'VARIANT': ['CHOCOLATE', 'MILK']}"
8710502470011,2,VARIATION,"{'ITEM': ['MERBA NOUGATELLI COOKIES 175G', 'MERBA NOUGATELLI COOKIES 160GM'], 'NRMSIZE': ['160GM', '175GM']}"
8713621140858,2,VARIATION,"{'ITEM': ['DAELMAN ST/WAFER IN CUBE CARAMEL 230G', 'DAELMANS CARAMEL SYRUP WAFERS IN CUBE 310G'], 'NRMSIZE': ['310GM', '230GM']}"
8801062279593,2,VARIATION,"{'ITEM': ['LOTTE PEPERO NUDE 8X43G', 'LOTTE NUDE PEPERO BIG PACK 6X30 GM'], 'MPACK': ['X8', 'X6'], 'NRMSIZE': ['43GM', '30GM']}"
8801062638222,2,VARIATION,"{'ITEM': ['LOTTE PEPERO WHITE CHOCOLATE P.PACK 8X32GM', 'LOTTE PEPERO WHITE COOKIE PROMO PACK 8X32GM'], 'VARIANT': ['NONE', 'MILK']}"
8809399460189,2,VARIATION,"{'ITEM': ['LOVINT CHOCO STICK CRUNKY 54GM', 'SUNYONG CRUNKY CHOCOLATE STICK 54GM'], 'BRAND': ['SUNYONG', 'LOVINT']}"
8809399460912,2,VARIATION,"{'ITEM': ['SUNYOUNG POPPING CANDY&CHOCO STICK 54GM', 'LOVINT CHOCO STICK POPPING 54GM'], 'BRAND': ['SUNYONG', 'LOVINT']}"
8850086243608,2,VARIATION,"{'ITEM': ['OVALTINE COOKIES CHOCO CREAM 30GMX10', 'OVALTINE CHOCO MALT COOKIES MP 12X30GM'], 'MPACK': ['X10', 'X12']}"
8850157513791,2,VARIATION,"{'ITEM': ['LOTUS DORKBUA DRUMSTICK KOREAN 40G', 'LOTUS DRUM STICK KOREAN BBQ 50G'], 'NRMSIZE': ['50GM', '40GM']}"
8850291103780,2,VARIATION,"{'ITEM': ['TONG GARDEN YOGI CHOCOLATE CREAM STICK 40GM', 'TONG GARDN YOGI WFR STICK CHOC CRM 36G'], 'NRMSIZE': ['36GM', '40GM']}"
8850291104343,2,VARIATION,"{'ITEM': ['AMORE CHOCOLATE WAFER ROLL TIN 280G', 'AMORE CHOCOLATE WAFER ROLL TIN 300GM'], 'NRMSIZE': ['280GM', '300GM']}"
8850291104350,2,VARIATION,"{'ITEM': ['AMORE PEANUT CHOCOLATE WAFER ROLL TIN 280G', 'AMORE PEANUT CHOCOLATE WAFER ROLL TIN 300GM'], 'NRMSIZE': ['280GM', '300GM'], 'VARIANT': ['PEANUT CHOCOLATE', 'PEANUT']}"
8850291104374,2,VARIATION,"{'ITEM': ['TONG GARDEN AMORE CHEESE WAFER ROLL 270GM', 'TG AMORE CHEESE WAFER ROLL 300 GM'], 'NRMSIZE': ['270GM', '300GM']}"
8850291107344,3,VARIATION,"{'ITEM': ['TONG GARDEN AMORE VANILLA WAFER ROLL 300G', 'AMORE WAFER ROLL CHEESE/VANILLA 280GM PIECES', 'TONG GARDEN AMORE VANILLA WAFER ROLL 280G'], 'BRAND': ['AMORE', 'TONGGARDEN'], 'NRMSIZE': ['280GM', '300GM'], 'VARIANT': ['VANILLA', 'CHEESE']}"
8850309150034,6,VARIATION,"{'ITEM': [""MUNCHY'S CREAM-O VANILLA CREAM EXTRA VALUE (120G + 16G) 136G"", ""JACK'N'JILL CREAMO CHOCOLATE SANDWICH COOKIES 100G"", 'JACK N JILL CREAM O VANILLA COOKIES 120GM', 'JACK N JILL CREAM-O S/W VANILLA 122.4 GM', 'CREAM-O SANDWICH VANILLA 120GM', 'JACK N JILL CREAM-O S/W VANILLA 132 GM'], 'NRMSIZE': ['100GM', '122.4GM', '132GM', '120GM'], 'VARIANT': ['CHOCOLATE', 'VANILLA']}"
8850309150058,2,VARIATION,"{'ITEM': ['CREAM-O SANDWICH VANILLA 64GM', 'JACK N JILL CREAM-O S/W VANILLA 61.2 GM'], 'NRMSIZE': ['NONE', '64GM'], 'VARIANT': ['NONE', 'VANILLA']}"
9556196102505,2,VARIATION,"{'ITEM': ['JACK N JILL CREAM-O S/W VANILLA 102 GM', 'JACK N JILL CREAM-O VANILLA FLAVOURED CREAM 107G'], 'NRMSIZE': ['107GM', '102GM']}"
8850309150188,2,VARIATION,"{'ITEM': ['JACK N JILL CREAM-O S/W CHOCOLATE 61.2 GM', 'CREAM-O SANDWICH CHOCOLATE 64GM'], 'NRMSIZE': ['NONE', '64GM'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
8850309150195,7,VARIATION,"{'ITEM': ['CREAM-O SANDWICH CHOCOLATE 120GM', ""JACK 'N JILL CREAM-O S/WICH CHOCOLATE EXTRA (15%) 152GM"", 'JACK N JILL CREAM-O S/W CHOCOLATE 132GM', 'JACK N JILL CREAM CHOCOLATE 150G', ""MUNCHY'S CREAM-O CHOCOLATE CREAM EXTRA VALUE (120G + 16G) 136G"", 'JACK N JILL CREAM CHOCOLATE 120G', 'JACK N JILL CREAM-O S/W CHOCOLATE 122.4 GM'], 'NRMSIZE': ['122.4GM', '120GM', 'NONE', '132GM', '150GM'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
8850309202573,4,VARIATION,"{'ITEM': ['JACK N JILL MAGIC TWIN CRACKER SANDWICH BUTTER CREAM 9SX15GM 135GM', ""JACK'N JILL MAGIC TWIN SANDWICH CRCK BUTTER 30GMX5"", 'J&J MAGIC TWIN BUTTER CREAM CRACKER 10X15 GM', 'MAGIC TWIN CRACKER SANDWICH BUTTER 15GM'], 'MPACK': ['X1', 'X10', 'X5', 'X9'], 'NRMSIZE': ['15GM', '30GM']}"
8850309202597,5,VARIATION,"{'ITEM': ['JACKNJILL MAGIC TWIN CHOCO S/WICH CREAM CRACKER 18GMX10S', 'JACK & JILL MAGIC TWIN CRCK SANDWICH CHOCOLATE FREE 20% 6X30GM 180 GM', 'MAGIC TWIN CRACKER SANDWICH CHOCOLATE 15GM', 'J&J MAGIC TWIN CHOCO CREAM CRACKER 10X15 GM', ""JACK'N JILL MAGIC TWIN SANDWICH CRCK CHOC 30GMX5""], 'MPACK': ['X6', 'X1', 'X10', 'X5'], 'NRMSIZE': ['15GM', '30GM', '18GM'], 'VARIANT': ['CHOCOLATE', 'CHOCOLATE CREAM']}"
8850309203211,2,VARIATION,"{'ITEM': ['J&J CREAM O CREAM SANDWICH STRAWBERRY 60 GM', 'JACK&JILL CREAM O STRAWBERRY 40G'], 'NRMSIZE': ['40GM', '60GM']}"
8850309204041,2,VARIATION,"{'ITEM': ['JACK N JILL CREAM-O S/W SBERRY 120GM (EXT15%) 140GM', 'J&J CREAM O SANDWICH VOOKIES WITH CREAM STAWBERRY FLVR 120GM']}"
8850309204058,2,VARIATION,"{'ITEM': [""JACK'N JILL CREAM-O B'BERRY 132GM"", 'JACK N JILL CREAM O S/WICH COOKIES W/CREAM BLUE BERRY JAM 120GM'], 'NRMSIZE': ['120GM', '132GM']}"
8850309210950,2,VARIATION,"{'ITEM': ['JACK N JILL CREAM-O S/W MULTIPACK VANILLA 15GMX20', 'JACK N JILL CREAM-O S/W MULTIPACK VANILLA 272GM (13.6GMX20)'], 'NRMSIZE': ['15GM', '13.6GM']}"
8851019001029,2,VARIATION,"{'ITEM': ['POCKY FESTIVE DELIGHT LTO 31G', 'POCKY FESTIVE DELIGHT 33G'], 'NRMSIZE': ['31GM', '33GM']}"
8851019005003,2,VARIATION,"{'ITEM': ['GLICO POCKY BISCUIT CHOCO STICK 10X40 GM', 'POCKY CHOCOLATE FLAVOUR 40GM'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['NONE', '40GM'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
8851019005195,2,VARIATION,"{'ITEM': ['GLICO POCKY COOKIES & CREAM 40G', 'POCKY COOKIES & CREAM 10X40GM'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['NONE', '40GM'], 'VARIANT': ['NONE', 'COOKIES & CREAM']}"
8851019010021,2,VARIATION,"{'ITEM': ['POCKY COOKIES & CREAM 47G', 'POCKY STICK COOKIE AND CREAM 45G'], 'NRMSIZE': ['45GM', '47GM']}"
8851019030982,2,VARIATION,"{'ITEM': ['PRETZ TOM YUM KUNG FLAVOUR (BREAD STICK) 23GX3', 'PRETZ TOM YUM KUNG BREAD STICK 23G'], 'MPACK': ['X1', 'X3'], 'VARIANT': ['NONE', 'TOM YUM']}"
8851019500171,2,VARIATION,"{'ITEM': ['GLICO BRAND PEJOY GREEN TEA 39G', 'PEJOY GREEN TEA 39GM']}"
8851019510279,2,VARIATION,"{'ITEM': ['POCKY MANGO 38 GM', 'GLICO POCKY BISCUIT MANGO 39GM'], 'NRMSIZE': ['38GM', '39GM']}"
8851019510637,2,VARIATION,"{'ITEM': ['POCKY COLOURFUL 33GM', 'POCKY COLORFUL 36G'], 'NRMSIZE': ['36GM', '33GM']}"
8852008300130,3,VARIATION,"{'ITEM': ['LOTTE KOALAS MARCH STRAWBERRY 37GM', 'LOTTE KOALA MARCH COOKIES STRAWBERRY 41GM', 'KOALA`S MARCH STRAWBERRY 47 GM'], 'NRMSIZE': ['37GM', '41GM', '47GM']}"
8852098700100,2,VARIATION,"{'ITEM': ['BIN BIN CRACKERS 135G S/ORGNL', 'BIN-BIN RICE YAM CRACKERS BISC. 150 GM'], 'NRMSIZE': ['135GM', '150GM'], 'VARIANT': ['ORIGINAL', 'YAM']}"
8858223000978,2,VARIATION,"{'ITEM': ['VFOODS FIVE TASTY STICK 4.5KG', 'VFOODS FIVE TASTY STICK 5KG'], 'NRMSIZE': ['5000GM', '4500GM']}"
8858223003696,2,VARIATION,"{'ITEM': ['VFOODS CHOCOLATE WAFER 1.2KG', 'VFOODS CHOCOLATE WAFER 1.1KG'], 'NRMSIZE': ['1100GM', '1200GM']}"
8858223003788,2,VARIATION,"{'ITEM': ['VFOODS ROLLED LATTE 1.1KG', 'VFOODS WAFER 1.2KG'], 'NRMSIZE': ['1100GM', '1200GM'], 'VARIANT': ['NONE', 'LATTE']}"
8858223025896,2,VARIATION,"{'ITEM': ['VFOODS MINI TIN PINEAPPLE 400G', 'VFOOD BISCUITS PINEAPPLE YAM 430GM'], 'NRMSIZE': ['400GM', '430GM']}"
8886001026056,2,VARIATION,"{'ITEM': ['ASTOR CHOC 25GM', 'ASTOR CHOCOLATE ROLL40GM'], 'NRMSIZE': ['25GM', '40GM']}"
