UPC,Count,Type,VaryingFields
8994755031087,3,VARIATION,"{'ITEM': ['GOOD TIME DOUBLE CHOCO COOKIES 12SX26.5G', 'ARNOTTS GOOD TIME DOUBLE CHOC 26.5G', 'ARNOTTS GOOD TIME CHOC CHIP 26.5G'], 'MPACK': ['X1', 'X12'], 'VARIANT': ['CHOCOLATE CHIP', 'DOUBLE CHOCOLATE']}"
8886015203115,2,VARIATION,"{'ITEM': [""ARNOTT'S GOODTIME D/CHOCO CHIP 80 GM"", ""ARNOTT'S GOOD TIME CHOC CHIP CHOC. COOKIES EXTRA 25% I/P 105 GM""], 'NRMSIZE': ['80GM', '85GM']}"
8886015402037,5,VARIATION,"{'ITEM': [""ARNOTT'S NYAM-NYAM CHOC.SNACK SUGAR RICE 30 GM"", ""ARNOTT'S NYAM NYAM FANTASY STICK 22.5 GM"", ""ARNOTT'S NYAM NYAM RICE CRISPY 22 GM"", ""ARNOTT'S NYAM NYAM SUGAR RICE 27 GM"", 'NYAM NYAM SPARK CHOCO 22.5G'], 'NRMSIZE': ['22GM', '30GM', 'NONE', '27GM', '22.5GM'], 'VARIANT': ['NONE', 'CHOCOLATE', 'RICE']}"
8886015403034,3,VARIATION,"{'ITEM': ['NYAM NYAM STRAWBERRY 27G', 'NYAM NYAM FANTASY STICK STRAWBERRY 25GM', 'ARNOTTS NYAM NYAM CREAMY STRAW BERRY 25GM'], 'NRMSIZE': ['25GM', '27GM']}"
8886015414061,3,VARIATION,"{'ITEM': ['NYAM NYAM RICE CRISPY 18GM', 'NYAMNYAM RICE CRISPY 25GM', 'NYAM- NYAM RICE CRISPY 26 GM'], 'NRMSIZE': ['25GM', '26GM', '18GM']}"
8888077101101,2,VARIATION,"{'ITEM': ['MEIJI YAN YAN CHOCOLATE 50GM', 'MEIJI YAN-YAN CHOC. SNACK CUP(EM) 57 GM'], 'NRMSIZE': ['57GM', '50GM']}"
8888077101125,2,VARIATION,"{'ITEM': ['MEIJI YAN YAN STRAWBERRY 50GM', 'YAN YAN STRAWBERRY 44GM'], 'NRMSIZE': ['44GM', '50GM']}"
8888077101200,2,VARIATION,"{'ITEM': ['MEIJI YAN YAN VANILLA 50GM', 'YAN YAN VANILLA 44GM'], 'NRMSIZE': ['44GM', '50GM']}"
8888077101224,2,VARIATION,"{'ITEM': ['MEIJI YAN YAN DOUBLE CREAM CHOCOLATE & STRAWBERRY FLAV.CUP 44GM', 'MEIJI YAN YAN DOUBLE CREAM 43GM'], 'NRMSIZE': ['NONE', '44GM'], 'VARIANT': ['NONE', 'STRAWBERRY CHOCOLATE']}"
8888077102023,3,VARIATION,"{'ITEM': ['MEIJI HELLO PANDA CHOC 43GM', 'MEIJI HELLO PANDA CHOCO. 57.5 GM', 'MEIJI HELLO PANDA CHOCO 50GM'], 'NRMSIZE': ['43GM', 'NONE', '57.5GM'], 'VARIANT': ['CHOCOLATE', 'NONE']}"
8888077102078,2,VARIATION,"{'ITEM': ['MEIJI HELLO PANDA CHOCOLATE 350 GM', 'MEIJI HELLO PANDA CHOCOLATE 260G(10X26GM)'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['350GM', 'NONE'], 'VARIANT': ['CHOCOLATE', 'NONE']}"
8888077102092,2,VARIATION,"{'ITEM': ['MEIJI HELLO PANDA STRAWBERRY 43GM', 'MEIJI HELLO PANDA STRAWBERRY 50GM'], 'NRMSIZE': ['43GM', '50GM']}"
8888077102108,2,VARIATION,"{'ITEM': ['MELJI HELLO PANDA DOUBLE CHOCOLATE 43GM', 'MEIJI HELLO PANDA DOUBLE CHOCOLATE 57.5GM'], 'NRMSIZE': ['43GM', '57.5GM'], 'VARIANT': ['CHOCOLATE', 'DOUBLE CHOCOLATE']}"
8888077108032,2,VARIATION,"{'ITEM': ['MEIJI HELLO PANDA MILK 43 GM', 'MEIJI HELLO PANDA MILK BISCUITS W.CREAM FILLING 50GM'], 'NRMSIZE': ['43GM', '50GM']}"
8888077800455,2,VARIATION,"{'ITEM': ['HELLO PANDA ASSORTED FAMILY PACK 312G', 'MEIJI HELLO PANDA ASSORTED FAMILY PACK 260GM(10X26GM)'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['312GM', '26GM']}"
8888098200111,3,VARIATION,"{'ITEM': ['KHONG GUAN COCOA PUFF BISCUIT 100GM', 'K.GUAN PL.SWEET COCOA PUFF 100 GM', 'KHONG GUAN COCONUT PUFF BISCUITS 100G'], 'VARIANT': ['COCONUT', 'CHOCOLATE', 'COCOA']}"
8888235006637,2,VARIATION,"{'ITEM': ['BARBIE COATED BISCUITS STRAWBERRY 36G', 'BARBIE COATED BISCUIT STRAWBERRY 32G'], 'NRMSIZE': ['32GM', '36GM']}"
8888235008570,2,VARIATION,"{'ITEM': ['LOONEY TUNES COATED BISCUIT MILK 32GM', 'MINIONS COATED BISCUIT MANGO 32G'], 'BRAND': ['MINIONS', 'LOONEY TUNES'], 'VARIANT': ['MILK', 'MANGO']}"
8888235009386,3,VARIATION,"{'ITEM': ['MY LITTLE PONY WAFER ROLL 35G', 'YLF WAFER ROLLS STRAWBERRY 400GM', 'MY LITTLE PONY WAFER SBERRY SPRIN 35GM'], 'BRAND': ['MY LITTLE PONY', 'YLF'], 'NRMSIZE': ['35GM', '400GM'], 'VARIANT': ['NONE', 'STRAWBERRY']}"
8888235009447,2,VARIATION,"{'ITEM': ['MINIONS WAFER BITES DURIAN 35G', 'MINIONS WAFER BITES 35GM'], 'VARIANT': ['NONE', 'DURIAN']}"
8992760223015,3,VARIATION,"{'ITEM': ['OREO CHOCOLATE CREME 15% EXTRA FREE 138GM (119.6G+18.4G)', 'OREO CHOCOLATE CREME EXTRA 20% 133GM + 28.5GM', 'OREO CHOCOLATE CREME 119.6G'], 'NRMSIZE': ['133GM', '119.6GM']}"
8992760223022,3,VARIATION,"{'ITEM': ['OREO CHOCOLATE CHOCOLATE CREAM 27.6GM', 'OREO CHOCOLATE 29G', 'OREO CHOCO MP 9SX27.6G'], 'MPACK': ['X1', 'X9'], 'NRMSIZE': ['29GM', '27.6GM']}"
8992775001783,2,VARIATION,"{'ITEM': ['GERY SALUUT MALKIST CRACKERS CHOC COCONU 110G', 'GERY CHOCOLATE COCONUT 105GM'], 'NRMSIZE': ['105GM', '110GM'], 'VARIANT': ['COCONUT', 'CHOCOLATE COCONUT']}"
8992775301104,3,VARIATION,"{'ITEM': ['GERY CRUNCH ROLL 24G', 'GERY CRUNCH ROLL 12X24G', 'GERY CRUNCH ROLL CHOCOLATE 12SX23GM'], 'MPACK': ['X1', 'X12'], 'NRMSIZE': ['NONE', '24GM'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
8992775305102,2,VARIATION,"{'ITEM': ['GERY SALUUT MALKIST COCONUT 110G', 'GERY SALUUT BISCUIT COCONUT 105GM'], 'NRMSIZE': ['105GM', '110GM']}"
8992775315057,2,VARIATION,"{'ITEM': ['GERY SALUUT MALKIST CHOCOLATE 110GM', 'GERY CHOCO CRACKERS 100GM (20GM X 5)'], 'MPACK': ['X1', 'X5']}"
8992775315095,2,VARIATION,"{'ITEM': ['GERY SALUUT MALKIST CHEESE 110G', 'GERY CHEESE CRACKERS 100GM(20GM X 5)'], 'MPACK': ['X1', 'X5'], 'NRMSIZE': ['20GM', '110GM']}"
8992775321966,2,VARIATION,"{'ITEM': ['GERY CHOCOLATOS CHOC 16GM', 'GERY CHOCOLATOS CHOCOLATE 10X16G'], 'MPACK': ['X1', 'X10']}"
8992775341599,2,VARIATION,"{'ITEM': ['GARUDAFOOD GERY CHOCOLATOS WAFER ROLL SWEET CHEESE 33G', 'GERY MINI CHEESE CHOCOLATES 30G'], 'NRMSIZE': ['30GM', '33GM'], 'VARIANT': ['CHOCOLATE', 'CHEESE']}"
8992775341698,3,VARIATION,"{'ITEM': ['GERY CHOCOLATOS WFR ROLL CHEESE 14G', 'GERY CHOCOLATOS CHEESE 15GM', 'GERY CHOCOLATOS CHEESE 140G'], 'NRMSIZE': ['14GM', '140GM', '15GM']}"
8992775341827,2,VARIATION,"{'ITEM': ['GARUDAFOOD GERY WAFER ROLLS VANILLA 10SX12G', 'GARUDA FOOD GERY VANILLA WAFER ROLL 10SX16G'], 'NRMSIZE': ['12GM', '16GM']}"
8992775343128,2,VARIATION,"{'ITEM': ['GERY CHEESE CRACKERS FRESH PACK 100GM(20GM X 5)', 'GERY CRACKERS F/PACK 5X20G'], 'VARIANT': ['NONE', 'CHEESE']}"
8992775343487,2,VARIATION,"{'ITEM': ['GERMINAL BIO BISC W GREEN TEA EXTRACT VEGAN 250G', 'GERY COCONUT CRACKER 100G(20GM X 5)'], 'BRAND': ['GERY', 'GERMINAL'], 'MPACK': ['X1', 'X5'], 'NRMSIZE': ['NONE', '20GM'], 'VARIANT': ['COCONUT', 'NONE']}"
8992775345276,2,VARIATION,"{'ITEM': ['GERY CRUNCH ROLL VANILLA 12SX23GM', 'GARUDAFOOD GERY CRUNCH ROLL CHOCOLATE VANILLA 24GX12'], 'NRMSIZE': ['23GM', '24GM'], 'VARIANT': ['CHOCOLATE VANILLA', 'VANILLA']}"
8992775349038,2,VARIATION,"{'ITEM': ['GERY MINI DARK CHOCOLATE ROLL 33G', 'GERY MINI DARK CHOCOLATOS WAFER 30G'], 'NRMSIZE': ['30GM', '33GM']}"
8992952924645,2,VARIATION,"{'ITEM': ['CHO CHO CHOC RICE CRISPY 40GX10S', 'CHO CHO WAFER SNACK CHOCOLATE RICE CRISP Y 33G'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['40GM', '33GM']}"
8992952951054,2,VARIATION,"{'ITEM': ['CHO CHO MIXED 40G X 10S', 'CHO CHO CHOCOLATE MEISES WAFER SNACK 40GM'], 'MPACK': ['X1', 'X10'], 'VARIANT': ['NONE', 'CHOCOLATE MEISES']}"
8993175531894,2,VARIATION,"{'ITEM': ['RICHEESE NABATI EXT CHEESE WAFER 7GX20', 'RICHEESE NABATI EXT CHEESE WAFER 8GMX20'], 'NRMSIZE': ['7GM', '8GM']}"
8993175532648,4,VARIATION,"{'ITEM': ['RICHEESE WAFER EXTRA 30% 18GMX20S', ""RICHEESE NABATI WAFER 20'S X 18G CHEESE"", ""NABATI RICHEESE WAFER EXT 30% 16G*20'S"", 'NABATI CHEESE WAFER 16GM'], 'MPACK': ['X20', 'X1'], 'NRMSIZE': ['NONE', '16GM', '18GM'], 'VARIANT': ['NONE', 'CHEESE']}"
8993175532907,2,VARIATION,"{'ITEM': ['RICHOCO COKLAT KAYA KEJU WAFER 7GX20', 'RICHOCO NABATI CHO WAFER 20X8G'], 'NRMSIZE': ['8GM', '7GM']}"
8993175536851,4,VARIATION,"{'ITEM': ['NABATI CHOCO WAFER EXTRA 30% 20X20 GM', 'RICHOCO COKLAT KAYA KEJU WAFER 18GMX20', 'NABATI CHOCO WAFER EXTRA 30% 20X18GM', ""NABATI RICHOCO WAFER EXT 30% 16G*20'S""], 'NRMSIZE': ['20GM', '16GM', '18GM']}"
8993175536844,3,VARIATION,"{'ITEM': ['RICHOCO NABATI CHOCOLATE WAFER EXTRA 30% 18GM+5.4GM', 'NABATI RICHOCO CHOCOLATE EXTRA 30% (16G + 4.8G) 20.8GM', 'NABATI CHOCOLATE WAFER 18G'], 'BRAND': ['NABATI', 'NABATI COOKIES'], 'NRMSIZE': ['16GM', '18GM']}"
8993175550970,3,VARIATION,"{'ITEM': ['NABATI COOKIES RICHOCO 112G+22GM', 'RICHEESE COOKIES CHOCO 133+28.5G', 'NABATI NABATI EXTRA 20% RICHOCO 161.5G'], 'BRAND': ['NABATI', 'NABATI COOKIES'], 'NRMSIZE': ['133GM', 'NONE', '161.5GM'], 'VARIANT': ['NONE', 'CHOCOLATE']}"
8993175537872,2,VARIATION,"{'ITEM': ['NABATI ROLLS CHEESE 36GM', 'RICHEESE ROLLS 37G'], 'NRMSIZE': ['37GM', '36GM']}"
8993175538596,2,VARIATION,"{'ITEM': ['NABATI BITES CHOCOLATE CREAM WAFER 150G', 'RICHOCO NABATI CHOCOLATE WAFER 125GM'], 'BRAND': ['NABATI BITES', 'NABATI'], 'NRMSIZE': ['125GM', '150GM']}"
8993175538633,3,VARIATION,"{'ITEM': ['NABATI RICHOCO ROLLS 36G', 'RICHOCO CHOCOLATE ROLLS 43G', 'NABATI ROLLS RICHOCO CHOCO WAFER STICK 40GM'], 'NRMSIZE': ['43GM', '36GM', '40GM'], 'VARIANT': ['CHOCO', 'CHOCOLATE']}"
8993175545884,2,VARIATION,"{'ITEM': ['NABATI CHEESE CREAM WAFER 450GM (25GMX18S)', 'NABATI RICHEESE WFR F/PACK 414GM(23GM X 18)'], 'NRMSIZE': ['25GM', '23GM']}"
8993175546515,3,VARIATION,"{'ITEM': ['RICHOCO NABATI CHEESE WAFER 10X50GM', 'NABATI RICHEESE WAFER 10SX46GM', 'NABATI RICHEESE CHEESE WAFER 10SX39G'], 'NRMSIZE': ['50GM', '39GM', '46GM']}"
8993175546522,3,VARIATION,"{'ITEM': ['NABATI RICHOCO CHOCOLATE WAFER 10SX39G', 'NABATI RICHOCO WAFER 10SX46GM', 'RICHOCO NABATI CHOCOLATE WAFER 10SX50GM'], 'NRMSIZE': ['50GM', '39GM', '46GM']}"
8993175547260,2,VARIATION,"{'ITEM': ['NABATI RICHOCO EXTRA 30% 10S 45G', 'NABATI RICHOCO 40GM X 10'], 'NRMSIZE': ['45GM', '40GM']}"
8993175547314,3,VARIATION,"{'ITEM': ['NABATI VANILLA CREAM WAFER WHITE 37GM EXTRA 30%(11.1G) 48.1G', 'NABATI RICHOCO WHITE C/WAFER 37G EX30%(11GM) 48GM', 'NABATI WAFER RICHOCO WHITE VANILLA 40GM EXTRA 30%'], 'NRMSIZE': ['37GM', 'NONE'], 'VARIANT': ['CHOCOLATE', 'VANILLA', 'NONE']}"
8993175548069,2,VARIATION,"{'ITEM': ['NABATI PEANUT WFR F/PACK 360G (20SX18GM)', 'NABATI PEANUT CREAM WAFER 23GX(16+2) 414G'], 'MPACK': ['X20', 'X16'], 'NRMSIZE': ['23GM', '18GM']}"
8993175556736,2,VARIATION,"{'ITEM': ['NABATI RICHEESE STRAWBERRY EXTRA 30% 37G (EXT 11.1GM)', 'NABATI STRAWBERRY WAFER 300GM'], 'NRMSIZE': ['25.9GM', '300GM']}"
8993175550260,3,VARIATION,"{'ITEM': ['NABATI PEANUT C.WAFER 50GM', 'NABATI VITAKRIM WAFER PEANUT BUTTER 46G', 'NABATI WAFER PEANUT BUTTER 39G'], 'NRMSIZE': ['50GM', '46GM'], 'VARIANT': ['PEANUT', 'PEANUT BUTTER']}"
8993175550369,2,VARIATION,"{'ITEM': ['RICHOCO AHH 5G EXTRA 30% 130G', ""NABATI AHH' RICHOCO (4GX20) 80GM""], 'MPACK': ['X20', 'X1'], 'NRMSIZE': ['130GM', '4GM']}"
8993175550956,4,VARIATION,"{'ITEM': ['NABATI COOKIES COOKIES&CREAM 112G+22GM', 'NABATI COOKIES & CREAM EXTRA 20% 161.5GM', 'NABATI COOKIES COOKIES & CREAM 112GM', 'NABATI COOKIES & CREAM 133G'], 'NRMSIZE': ['133GM', '112GM', '161.5GM']}"
8993175551267,3,VARIATION,"{'ITEM': ['NABATI MALKIZ 120G (10X20G)', 'NABATI MALKIZ RICHOCO 100G+20G', 'NABATI MALKIZ RICHEESE 100G FREE 1S'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['NONE', '20GM'], 'VARIANT': ['NONE', 'CHEESE']}"
8993175551588,2,VARIATION,"{'ITEM': ['NABATI BUTTER CARAMEL 48G', 'NABATI WAFER CARAMEL 39G'], 'NRMSIZE': ['39GM', '48GM'], 'VARIANT': ['BUTTER', 'CARAMEL']}"
8993175553582,3,VARIATION,"{'ITEM': ['NABATI COOKIES CHEESE 112GM', 'NABATI COOKIES RICHEESE 132G', 'NABATI COOKIES RICHEESE 112G EXTRA 20% (133GM)'], 'NRMSIZE': ['NONE', '112GM'], 'VARIANT': ['NONE', 'CHEESE']}"
8993175554091,2,VARIATION,"{'ITEM': [""NABATI AHH' RICHEESE SHARE BAG 96G"", 'NABATI AHH RICHEESE 20SX4GM'], 'MPACK': ['X20', 'X1'], 'NRMSIZE': ['96GM', '4GM']}"
8993175554114,2,VARIATION,"{'ITEM': ['NABATI RICHOCO AHH TRIPE CHOCO-20X4GM', ""NABATI AHH' RICHOCO SHARE BAG 96G""], 'MPACK': ['X20', 'X1'], 'NRMSIZE': ['96GM', '4GM']}"
8993175555173,2,VARIATION,"{'ITEM': ['NABATI WAFER CHOCOLATE COATED COCONUT 66GM', 'NABATI RICHOCO WAFER CHOCOLATE COATED COCONUT 10+1 PACKS 66GM (11SX6G)'], 'MPACK': ['X1', 'X10'], 'NRMSIZE': ['6GM', '66GM']}"
8994251000105,2,VARIATION,"{'ITEM': ['MONESCO GOLDEN CRACKER CHEESE 135G', 'MONESCO MALKIST CRACKER CHEESE 120G'], 'NRMSIZE': ['120GM', '135GM']}"
8994755020241,3,VARIATION,"{'ITEM': ['NYAM NYAM BUBBLE PUFF STRAWBERRY 25G', 'NYAM NYAM RICE CRISPY STRAWBERRY FLAVOUR 18G', 'NYAM NYAM BUBBLE PUFF STRAWBERRY 18G'], 'NRMSIZE': ['25GM', '18GM']}"
8994755031032,2,VARIATION,"{'ITEM': [""ARNOTT'S GOOD TIME MINI DOUBLE CHOC 22G"", 'GOOD TIME MINI DOUBLE CHOC 12SX22G'], 'MPACK': ['X1', 'X12']}"
8994755031070,2,VARIATION,"{'ITEM': ['ARNOTTS GOOD TIME CHOC DIP COOKIES 72G', 'ARNOTTS GOOD TIME CHOCO DIP 71G'], 'NRMSIZE': ['72GM', '71GM']}"
8995077609183,2,VARIATION,"{'ITEM': ['DEKA WAFER ROLL MATCHA GRNTEA 330G', 'DEKA WAFER ROLL MATCHA GREENTEA (TIN) 270GM'], 'NRMSIZE': ['270GM', '330GM']}"
8996001300121,2,VARIATION,"{'ITEM': ['ROMA MARIE GOLD 12X20GM', 'ROMA MARIE GOLD 10X22G'], 'MPACK': ['X10', 'X12'], 'NRMSIZE': ['22GM', '20GM']}"
8996001301555,2,VARIATION,"{'ITEM': ['ROMA MALKIST KELAPA KOPYOR 19GM', 'ROMA MALKIST COCONUT KOPYOR 190GM'], 'NRMSIZE': ['19GM', '190GM']}"
8996001302026,2,VARIATION,"{'ITEM': ['ROMA MALKIST SUGAR CRACKER 3X135G', 'ROMA MALKIST CRACKERS P/PACK 150 GM'], 'MPACK': ['X1', 'X3'], 'NRMSIZE': ['135GM', '150GM'], 'VARIANT': ['NONE', 'SUGAR']}"
8996001312346,4,VARIATION,"{'ITEM': ['ROMA MALKIST SUGAR CRACKERS 135GM', 'ROMA MALKIST SUGAR CRACKERS 315GM(3X105GM)', 'ROMA MALKIST SUGAR CRACKERS 405G', 'ROMA MALKIST CRACKERS SUGAR 3SX135GM'], 'MPACK': ['X1', 'X3'], 'NRMSIZE': ['105GM', '135GM', '405GM'], 'VARIANT': ['NONE', 'SUGAR']}"
8996001302033,2,VARIATION,"{'ITEM': ['ROMA CREAM CRACKER 135GM', 'ROMA CREAM CRACKERS 123GM'], 'NRMSIZE': ['123GM', '135GM']}"
8996001302248,2,VARIATION,"{'ITEM': ['MAYORA WONDER WHEAT PLAIN 149GM', 'MAYORA WONDER WHEAT PLAIN 142G'], 'NRMSIZE': ['142GM', '149GM']}"
8996001302965,4,VARIATION,"{'ITEM': ['ROMA CREAM CRACKERS 360G (3X120G)', 'ROMA CREAM CRACKERS 3X123GM', 'ROMA CREAM CRACKER 405G(135G X 3)', 'ROMA CREAM CRACKERS 369G (123G X 3)'], 'NRMSIZE': ['120GM', 'NONE', '135GM', '123GM']}"
8996001303634,2,VARIATION,"{'ITEM': ['DANISA BUTTER COOKIES TRAD.163 GM', 'DANISA BUTTER COOKIES 162GM'], 'NRMSIZE': ['163GM', '162GM']}"
8996001304709,2,VARIATION,"{'ITEM': ['SLAI O LAI HAWAIIAN PINEAPPLE 32G', 'ROMA SLAI O LAI PINEAPPLE 128GM'], 'NRMSIZE': ['128GM', '32GM']}"
8996001304990,2,VARIATION,"{'ITEM': ['MAYORA WONDER WHEAT CHOC 115GM', 'MAYORA WONDER WHEAT CHOCOLATE SANDWICH 155GM'], 'NRMSIZE': ['115GM', '155GM']}"
8996001305201,2,VARIATION,"{'ITEM': ['VALMER SANDWICH BISCUIT CHOCOLATE 648G', 'VALMER SANDWICH BISCUIT CHOCOLATE 54GM'], 'NRMSIZE': ['648GM', '54GM']}"
8996001311110,2,VARIATION,"{'ITEM': ['ROMA LEMON SANDWICH CRACKERS 720G', 'ROMA SANDWICH LEMON 8SX30G'], 'MPACK': ['X1', 'X8'], 'NRMSIZE': ['720GM', '30GM']}"
8996001311080,2,VARIATION,"{'ITEM': ['ROMA MALKIST BBQ CRACKERS 315G (3X105GM)', 'ROMA MALKIST BBQ CRACKERS 3SX105G']}"
8996001350584,2,VARIATION,"{'ITEM': ['MAYORA CALCHEESE WAFER BISCUIT 48G', 'MAYORA CAL CHEESE 53.5GM'], 'NRMSIZE': ['53.5GM', '48GM']}"
8996001351888,2,VARIATION,"{'ITEM': ['ROMA WAFELLO BUTTER CARAMEL WAFERS 37.5G', 'ROMA WAFELLO BUTTER CARAMEL WAFERS 48 GM'], 'NRMSIZE': ['37.5GM', '48GM'], 'VARIANT': ['BUTTER', 'BUTTER CARAMEL']}"
9310072009544,2,VARIATION,"{'ITEM': ['ARNOTTS CHOCOLATE SCOTCH FINGER 250GM', ""ARNOTT'S SCOTCH FRUIT CHOCO 250GM""], 'VARIANT': ['CHOCOLATE', 'NONE']}"
9331275000633,2,VARIATION,"{'ITEM': ['REDONDO LUXURY CREAM WAFERS CHOC MINT 125 GM', 'REDONDO WAFER STICK CHOCO MINT 150G'], 'NRMSIZE': ['125GM', '150GM']}"
9331275002491,2,VARIATION,"{'ITEM': ['REDONDO CREAM WAFERS COOKIES & CREAM 125 GM', 'REDONDO COOKIES AND CREAM 100G'], 'NRMSIZE': ['100GM', '125GM']}"
9400553436126,2,VARIATION,"{'ITEM': ['GRIFFINS HUNTLEY & PALMERS SOMERSET 180G', 'GRIFFINS HUNTLEY & PALMERS SOMERSET 190 GM'], 'NRMSIZE': ['180GM', '190GM']}"
9551002180586,2,VARIATION,"{'ITEM': ['YUMU CHOCO COOKIES 100G', 'YIMU CHOCO HAZELNUT COOKIES 70G'], 'NRMSIZE': ['100GM', '70GM'], 'VARIANT': ['CHOCOLATE', 'HAZELNUT & CHOCOLATE']}"
9551002181286,2,VARIATION,"{'ITEM': ['BIG COUNTRY MUSANG KING DURIAN COOKIES 80GM', 'BIG COUNTRY MUSANG KING DURIAN COOKIES 70G'], 'NRMSIZE': ['80GM', '70GM']}"
9551016530100,2,VARIATION,"{'ITEM': ['ORIENTAL PINEAPPLE TART CHEESE 460G', 'ORIENTAL PINEAPPLE TART CHEESE 400GM'], 'NRMSIZE': ['400GM', '460GM']}"
9551019532682,2,VARIATION,"{'ITEM': ['DK ALMOND CHOCOLATE TART COOKIES 340G', 'DATO KITCHEN ALMOND CHOCO TART COOKIES 340G'], 'BRAND': ['DK', 'DATO KITCHEN']}"
9554100303437,2,VARIATION,"{'ITEM': ['SK DURIAN EGG ROLL 100GM', 'D.K DURIAN EGG ROLL 100G'], 'VARIANT': ['NONE', 'DURIAN']}"
9555104505650,2,VARIATION,"{'ITEM': ['HPG HK EGG ROLL(EXCLUSIVE) 380G', 'HPG HONG KONG EGG ROLL 400GM'], 'NRMSIZE': ['400GM', '380GM'], 'VARIANT': ['EGG', 'NONE']}"
9555115900949,3,VARIATION,"{'ITEM': ['TOPFER CHOCOLATE CREAMFILLED WAFER STICK 120GM', 'ETALI WAFER STICK CHOCOLATE 120GM', 'TOPFER CHOCOLATE WAFER STICKS 180G'], 'BRAND': ['TOPFER', 'ETALI'], 'NRMSIZE': ['120GM', '180GM']}"
9555115900956,3,VARIATION,"{'ITEM': ['TOPFER B/BERRY CREAM FILLED WAFER STICK 120GM', 'FRONTIER TOPFER DUO WAFER STICK 120GM', 'ETALI CREAM FILLED WAFER STICKS BLUEBERRY 120GM'], 'BRAND': ['TOPFER', 'ETALI'], 'NRMSIZE': ['120GM', 'NONE'], 'VARIANT': ['NONE', 'BLUEBERRY']}"
9555115900963,3,VARIATION,"{'ITEM': ['ETALI STRAWBERRY WAFER STICKS 160 GM', 'ETALI WAFER STICK STRAWBERRY 120GM', 'TOPFER S/BERRY C/F WAFER STICK 120GM'], 'BRAND': ['TOPFER', 'ETALI'], 'NRMSIZE': ['120GM', '160GM']}"
9555115900970,3,VARIATION,"{'ITEM': ['TOPFER MILK CREAM FILLED WAFER STICK 120GM', 'TOPFER WAFER STICKS - MILK 120G', 'ETALI WAFER STICK MILK 120GM'], 'BRAND': ['TOPFER', 'ETALI']}"
9555115903285,2,VARIATION,"{'ITEM': ['ETALI CHOC WAFER 180GM', 'ETALI CREAM WAFER CHOCO 100G'], 'NRMSIZE': ['100GM', '180GM']}"
9555115903384,2,VARIATION,"{'ITEM': ['FRONTIER ETALI VANILA CREAM WAFERS 140G', 'FRONTIER ETALI CRISPY CREAM WAFER VANILLA 175GM'], 'NRMSIZE': ['140GM', '175GM']}"
9555115907061,2,VARIATION,"{'ITEM': ['TOPFER W/STICK S/BERRY VALUE PACK 90G', 'TOPFER W/STICK S/BERRY VALUE PACK 100G[X1]'], 'NRMSIZE': ['100GM', '90GM']}"
9555115907078,2,VARIATION,"{'ITEM': ['TOPFER WAFER STICK CHOCOLATE 90G', 'TOPFER W/STICK CHOCOLATE VALUE PACK 100G[X1]'], 'NRMSIZE': ['100GM', '90GM']}"
9555115907085,2,VARIATION,"{'ITEM': ['TOPFER W/STICK BLKNWHITE VALUE PACK 100G[X1]', 'TOPFER WAFER STICK BLACK & WHITE 90G'], 'NRMSIZE': ['100GM', '90GM']}"
9555137400007,3,VARIATION,"{'ITEM': ['FAMOUS GOLD FORTUNE COOKIES 90G', 'FAMOUS FORTUNE COOKIES 150G', 'FAMOUS GOLD FORTUNE COOKIES 300 GM'], 'NRMSIZE': ['90GM', '150GM', '300GM']}"
9555151800036,2,VARIATION,"{'ITEM': ['PUN CHIN CRISPY CHICKEN BISCUIT 60G', 'PUN CHUN CHICKEN BISCUIT THIN 60 GM'], 'BRAND': ['PUN CHIN', 'PUN CHUN'], 'VARIANT': ['CHICKEN', 'NONE']}"
9555161007579,2,VARIATION,"{'ITEM': ['MC OATYCHOCOLATE CHIP+RAISIN 113G', 'MCOATY CHOCO CHIP&RAISIN 108 GM'], 'NRMSIZE': ['113GM', '108GM'], 'VARIANT': ['CHOCOLATE', 'CHOCOLATE CHIP']}"
9555161007753,4,VARIATION,"{'ITEM': ['MCOATY BUTTER COOKIES 108G+54G', 'GPR HOMEMADE BUTTER COOKIES RAISIN 108GM', 'MCOATY BUTTER COOKIES 108 GM', 'ROYAL BRITISH HOMEMADE BUTTER COOKIES FREE 50% 108GM+54GM 162GM'], 'NRMSIZE': ['162GM', '108GM'], 'VARIANT': ['CHOCOLATE & RAISIN', 'BUTTER']}"
9555161009399,3,VARIATION,"{'ITEM': ['GPR HOMEMADE BUTTER COOKIES 340GM', 'GPR HOMEMADE BUTTER COOKIES ORIGINAL 380G', 'ROYAL BRITISH BUTTER COOKIES 400GM'], 'NRMSIZE': ['400GM', '380GM', '340GM'], 'VARIANT': ['ORIGINAL', 'BUTTER']}"
9555194419011,2,VARIATION,"{'ITEM': ['O&T SANTA ON CHIMNEY 120G', 'O&T SANTA ON CHIMNEY HAZELNUT 120G'], 'VARIANT': ['NONE', 'HAZELNUT']}"
